jira_key,priority,squad,ticket_name,creation_date
AERIS-6243,high,Horizon,"Billing webhook loads with incorrect totals after token refresh, creating noisy support alerts",2025-09-18T11:37:35.520Z
AERIS-6153,medium,Horizon,"Report scheduler emits malformed timestamps after toggling date level, causing inaccurate KPIs",2025-09-18T13:15:02.026Z
AERIS-6030,medium,Horizon,"API rate limiter ignores retry backoff when switching squads, creating noisy support alerts",2025-09-19T11:11:33.706Z
AERIS-6320,medium,Horizon,"Embed auth flow drops user-selected filters after token refresh, affecting customer reporting",2025-09-21T17:45:25.888Z
AERIS-5952,low,Horizon,"Mobile layout ignores retry backoff after token refresh, affecting customer reporting",2025-09-22T13:41:13.172Z
AERIS-6245,medium,Forge,"Report scheduler creates duplicate notifications after toggling date level, slowing engineering triage",2025-09-24T05:15:22.471Z
AERIS-6183,medium,Forge,"Report scheduler misclassifies priority labels when exporting to CSV, impacting executive dashboard confidence",2025-09-25T20:57:54.139Z
AERIS-6281,low,Forge,"Background worker drops user-selected filters when exporting to CSV, impacting executive dashboard confidence",2025-09-27T20:17:20.636Z
AERIS-6205,high,Orbit,"Billing webhook shows inconsistent sorting after toggling date level, causing inaccurate KPIs",2025-10-07T00:15:02.371Z
AERIS-5986,medium,Orbit,"Billing webhook shows inconsistent sorting after token refresh, blocking release verification",2025-10-08T14:59:57.595Z
AERIS-6355,low,Forge,"PR analytics panel duplicates records after timezone changes, blocking release verification",2025-10-10T17:13:02.718Z
AERIS-5954,low,Orbit,"Search indexing truncates long values when exporting to CSV, affecting customer reporting",2025-10-12T10:05:54.149Z
AERIS-6059,high,Horizon,"PR analytics panel locks up under heavy load for repositories with archived branches, causing inaccurate KPIs",2025-10-18T03:27:05.345Z
AERIS-6167,high,Horizon,"Embed auth flow shows inconsistent sorting during peak traffic, affecting customer reporting",2025-10-22T15:15:12.966Z
AERIS-6231,low,Forge,"Webhook processing returns a 500 error on mobile portrait mode, slowing engineering triage",2025-10-26T22:23:03.396Z
AERIS-5911,high,Horizon,"Billing webhook shows inconsistent sorting on dashboards with large datasets, affecting customer reporting",2025-10-29T09:59:25.526Z
AERIS-6050,high,Orbit,"Dashboard filters locks up under heavy load on dashboards with large datasets, impacting executive dashboard confidence",2025-10-30T20:36:05.213Z
AERIS-6237,low,Forge,"API rate limiter locks up under heavy load when switching squads, impacting weekly operations review",2025-11-01T10:36:10.719Z
AERIS-6130,low,Forge,"Notification center drops user-selected filters when API latency spikes, causing inaccurate KPIs",2025-11-02T18:48:10.646Z
AERIS-6065,high,Forge,"Timezone rendering rejects valid payloads when exporting to CSV, breaking audit requirements",2025-11-02T20:00:11.854Z
AERIS-6316,low,Horizon,"Role permissions returns a 500 error after toggling date level, breaking audit requirements",2025-11-05T11:38:55.607Z
AERIS-5973,low,Orbit,"API rate limiter duplicates records during peak traffic, affecting customer reporting",2025-11-08T16:49:18.517Z
AERIS-6164,low,Forge,"Webhook processing creates duplicate notifications after token refresh, breaking audit requirements",2025-11-10T14:23:45.959Z
AERIS-5921,medium,Forge,"SAML login rejects valid payloads when using Safari, slowing engineering triage",2025-11-12T22:30:07.145Z
AERIS-6046,high,Horizon,"API rate limiter times out after 30 seconds when switching squads, affecting customer reporting",2025-11-21T04:33:35.111Z
AERIS-5898,low,Orbit,"PR analytics panel fails silently when reconnecting after offline mode, blocking release verification",2025-11-23T02:16:46.802Z
AERIS-6020,medium,Orbit,"Mobile layout emits malformed timestamps after token refresh, blocking release verification",2025-11-24T01:11:47.998Z
AERIS-6272,low,Horizon,"Bug trend chart loads with incorrect totals after timezone changes, impacting executive dashboard confidence",2025-11-26T11:10:41.293Z
AERIS-6108,medium,Horizon,"SAML login renders blank state unexpectedly when switching squads, causing inaccurate KPIs",2025-11-30T00:00:52.464Z
AERIS-6161,medium,Forge,"Billing webhook renders blank state unexpectedly after token refresh, causing inaccurate KPIs",2025-12-05T00:05:26.612Z
AERIS-6345,high,Orbit,"Repository insights resets pagination unexpectedly when using Safari, impacting executive dashboard confidence",2025-12-08T23:33:45.981Z
AERIS-6236,low,Orbit,"Billing webhook ignores retry backoff after enabling feature flags, blocking release verification",2025-12-09T00:36:27.990Z
AERIS-6379,low,Orbit,"Release notes sync locks up under heavy load when reconnecting after offline mode, blocking release verification",2025-12-11T00:58:16.153Z
AERIS-6141,low,Orbit,"Release notes sync misclassifies priority labels during peak traffic, affecting customer reporting",2025-12-12T14:55:57.092Z
AERIS-5951,high,Forge,"Dashboard filters drops user-selected filters when using Safari, impacting executive dashboard confidence",2025-12-13T17:37:45.356Z
AERIS-6394,medium,Horizon,"Notification center resets pagination unexpectedly when exporting to CSV, impacting weekly operations review",2025-12-15T21:28:20.324Z
AERIS-6031,low,Horizon,"Billing webhook drops user-selected filters when switching squads, impacting executive dashboard confidence",2025-12-27T20:35:06.240Z
AERIS-6182,medium,Orbit,"SAML login misclassifies priority labels when switching squads, impacting weekly operations review",2025-12-30T02:06:47.432Z
AERIS-6137,high,Orbit,"Embed auth flow leaks memory over long sessions when exporting to CSV, breaking audit requirements",2026-01-02T22:43:06.633Z
AERIS-5917,low,Orbit,"CSV export misclassifies priority labels after token refresh, impacting executive dashboard confidence",2026-01-04T11:08:20.699Z
AERIS-6097,low,Horizon,"Dashboard filters resets pagination unexpectedly when exporting to CSV, breaking audit requirements",2026-01-04T13:42:09.334Z
AERIS-6330,low,Horizon,"Release notes sync resets pagination unexpectedly on dashboards with large datasets, breaking audit requirements",2026-01-06T16:07:29.131Z
AERIS-6327,low,Orbit,"Billing webhook duplicates records during peak traffic, causing inaccurate KPIs",2026-01-07T15:46:45.623Z
AERIS-6206,low,Horizon,"Embed auth flow does not persist settings on dashboards with large datasets, blocking release verification",2026-01-08T12:08:31.245Z
AERIS-6039,low,Horizon,"Webhook processing creates duplicate notifications when API latency spikes, affecting customer reporting",2026-01-08T23:58:57.391Z
AERIS-6174,low,Forge,"Search indexing does not persist settings after timezone changes, slowing engineering triage",2026-01-12T16:03:16.300Z
AERIS-6089,medium,Horizon,"Audit trail ignores retry backoff when exporting to CSV, blocking release verification",2026-01-12T17:10:23.762Z
AERIS-6140,low,Orbit,"Report scheduler creates duplicate notifications during peak traffic, slowing engineering triage",2026-01-13T06:13:45.133Z
AERIS-6073,high,Horizon,"Repository insights leaks memory over long sessions for repositories with archived branches, creating noisy support alerts",2026-01-16T22:51:53.776Z
AERIS-6246,low,Orbit,"Bug trend chart ignores retry backoff on dashboards with large datasets, causing inaccurate KPIs",2026-01-18T05:18:52.957Z
AERIS-6204,high,Orbit,"Webhook processing returns a 500 error when exporting to CSV, affecting customer reporting",2026-01-20T13:42:33.833Z
AERIS-6135,low,Horizon,"Mobile layout resets pagination unexpectedly during concurrent edits, creating noisy support alerts",2026-01-22T08:04:32.631Z
AERIS-5974,medium,Horizon,"Mobile layout emits malformed timestamps after enabling feature flags, impacting executive dashboard confidence",2026-01-22T09:45:36.724Z
AERIS-6184,low,Forge,"Background worker resets pagination unexpectedly after toggling date level, impacting executive dashboard confidence",2026-01-23T09:26:11.881Z
AERIS-6075,medium,Forge,"API rate limiter misclassifies priority labels after enabling feature flags, causing inaccurate KPIs",2026-01-25T10:54:24.648Z
AERIS-6350,low,Orbit,"Audit trail locks up under heavy load during peak traffic, impacting executive dashboard confidence",2026-01-27T11:51:41.355Z
AERIS-6034,low,Horizon,"Dashboard filters shows inconsistent sorting on mobile portrait mode, affecting customer reporting",2026-01-30T02:08:12.418Z
AERIS-6114,low,Orbit,"Report scheduler shows inconsistent sorting on first load after deploy, causing inaccurate KPIs",2026-01-31T23:05:17.548Z
AERIS-5907,low,Orbit,"Release notes sync reports incorrect line counts for read-only users, affecting customer reporting",2026-02-02T01:47:59.742Z
AERIS-6254,medium,Forge,"Webhook processing emits malformed timestamps on dashboards with large datasets, impacting weekly operations review",2026-02-02T07:31:32.245Z
AERIS-6218,medium,Forge,"Embed auth flow duplicates records during concurrent edits, creating noisy support alerts",2026-02-03T12:28:47.308Z
AERIS-6339,medium,Forge,"Report scheduler returns a 500 error on dashboards with large datasets, affecting customer reporting",2026-02-03T14:39:59.089Z
AERIS-6328,low,Orbit,"PR analytics panel resets pagination unexpectedly after toggling date level, blocking release verification",2026-02-04T01:13:18.221Z
AERIS-6036,low,Forge,"Search indexing ignores retry backoff after timezone changes, impacting executive dashboard confidence",2026-02-05T10:09:58.135Z
AERIS-6305,low,Horizon,"Notification center leaks memory over long sessions when switching squads, breaking audit requirements",2026-02-05T23:06:27.269Z
AERIS-6157,high,Forge,"Webhook processing reports incorrect line counts after token refresh, causing inaccurate KPIs",2026-02-12T02:05:41.457Z
AERIS-5930,medium,Orbit,"PR analytics panel resets pagination unexpectedly during peak traffic, blocking release verification",2026-02-14T11:51:03.039Z
AERIS-6199,medium,Orbit,"Timezone rendering truncates long values after timezone changes, breaking audit requirements",2026-02-15T13:50:22.284Z
AERIS-6315,medium,Forge,"Notification center leaks memory over long sessions when switching squads, causing inaccurate KPIs",2026-02-15T19:41:33.574Z
